Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
120,"Massive social reform was set in place, Nye Bevan was the architect of the NHS, and the Beveridge Scheme for social insurance began, together with family allowance and worker''s injury compensation.",d,0,0,0,1
121,"Jeremy Milln from our society, arranged a site visit with Stafford Holmes, a conservation architect from Leamington Spa, and committee member of the Building Limes Forum, to advise on restoration and consolidation of the kiln.",u,0,0,1,0
122,"(ed.) (1977) The architect: chapters in the history of the profession, New York, Oxford University Press Rand, A.",u,0,0,1,0
123,"It was good to find out that the Oracle was an AI, as is the Architect.",d,0,0,0,1
124,"Language is a key part of the problem, said Mike Westley, landscape architect at Plymouth University''s school of architecture . The complexity of health vocabulary and the growing intricacy of procedures can be intimidating to students, as can the massive scale of new hospitals.",u,0,0,1,0
125,The architect is ignoring my legitimate claim for loss and expense.,u,0,0,1,0
126,"It will be necessary for appropriate instructions on the survey of asbestos to be given to the architect/surveyor, since the survey of asbestos will not be covered by the diocesan scheme, following the model in A Guide to Church Inspection and Repair . Appropriate professional help should be brought in where necessary, particularly where maintenance or refurbishment of the premises is being planned.",u,0,0,1,0
127,"In 1991, the American Institute of Architects voted him one of the 10 most influential architects in the country. - Edinburgh-based architect Richard Murphy has dismissed as ""nasty, bitchy"" a letter to the Scotsman from leading theatre groups claiming his RIAS Award-shortlisted Eastgate Theatre has design faults.",m,0,1,0,0
128,"They chose as their architect the wilfully poetic Catalan Enric Miralles, who ignored all prevailing notions of architectural good taste and instead offered a design that was indescribable without the use of metaphors such as upturned boats at Lindisfarne, leaves floating on water, and the converging paths of Highland chieftains.",m,0,1,0,0
129,Your architect or surveyor will be able to guide you on making the necessary appointments under the Regulations.,u,0,0,1,0
130,"Of his daughters three are respectively, Mrs. James Grahame of Auldhouse, Mrs. John Anderson, wife of the well known London architect, and Mrs. Colin Dunlop, junr. of Quarter.",m,0,1,0,0
131,"In 1931, a new building with a front loggia and a sundial over the entrance, was added, designed by the City Architect.",u,0,0,1,0
132,The British Architect . 2 January 1874.,u,0,0,1,0
133,"Former students include Basil Spence, architect for Coventry Cathedral and the British Embassy in Rome; Nick Grimshaw, architect for the Eden Centre in Cornwall and Waterloo Rail Terminal; and Rab Bennetts, architect for the PowerGen Headquarters, Coventry and BT Headquarters at Edinburgh Park.",m,0,1,0,0
134,"On the same day he visited Madeline Albright, the former US Foreign Secretary, and the architect of the Washington Peace Agreement between the PUK and the Kurdistan Democratic Party (KDP)and also the architect of the Red Line that prevents Saddam Hussein from crossing to attack Kurdistan.",d,0,0,0,1
135,"His famous quote is '' that it is the first time in history a person with no musical gifts of any sort may become known as a composer'' . Jeremy Dixon, architect of the new Royal Opera House, Covent Garden, said in a recent interview on BBC ''Private Passions'', "" Some of the best music never gets to be heard in the composer''s lifetime - if at all.",m,0,1,0,0
136,"This is the point where the need for a conservation plan or suitable programme of investigation should be identified by the architect or planning officer (but then planners will not, in my experience, get a look in at this stage).",u,0,0,1,0
137,Great and good join peace camp. link 14th February Lieber-Meister Louis Sullivan: The Architect and His Work.,m,0,1,0,0
138,"Two towers were added to the West End by J.L. Pearson, London architect and were completed in 1888.",u,0,0,1,0
139,"We have many different restaurants, a very cool contemporary architect and very nice people.",u,0,0,1,0
140,"To assist with the ever increasing architectural and planning work, and improve our policy of offering buyers a well thought-out and researched house, we are engaging our own in-house architect.",u,0,0,1,0
141,"Also in this year, English architect and American canal engineer Benjamin Henry Latrobe was born. 1766 In July, in Bradford, England, the first meeting was held to discuss a Trans-Pennine canal (eventually known as the Leeds & Liverpool).",u,0,0,1,0
142,"The building itself, designed by Birmingham architect John Henry Chamberlain, is a local landmark, and its refurbishment to the high standard made possible by HLF funding is a source of local pride.",m,0,1,0,0
143,Highlights included; Bet you like the short fella''s design and Typical architect... wearing all black . She was right on both counts.,m,0,1,0,0
144,Camiller was unlucky but went on to find true happiness with another architect.,u,0,0,1,0
145,"""In launching the competition on 26 January 1998 to find a designer for the Scottish Parliament building at Holyrood Donald Dewar, then Secretary of State for Scotland announced "" the first step has been taken towards finding the right architect and then the best design for the Parliament building "".",u,0,0,1,0
146,"Many famous people lived in Great Pulteney Street and are commemorated by bronze plaques on the facades, No 1 was the home of writer and statesman Lord Macauley, author Lord Lytton lived at No 2, famous architect Thomas Baldwin resided at No 6, William ''Strata'' Smith the father of English Geology made No 29 his home, slave reformer William Wilberforce lived at No 36, and among others one Napoleon 111 lived at No 55.",m,0,1,0,0
147,"It''s sobering to think that in the hands of a less sympathetic architect, all this could have been lost forever as the committee for the rebuilding of Coventry Cathedral only stipulated that the tower, its spire and perhaps the south porch be kept.",u,0,0,1,0
148,"It''s a stunning architect designed contemporary house with panoramic views of the Solent, Lymington Marshes, Hurst Castle, the Isle of Wight, the Needles and Christchurch Bay.",u,0,0,1,0
149,The church architect was Ewan Christian.,m,0,1,0,0
150,If yours is a new-build or major restructuring we meet on site with your architect and electrician to plan multi-room into the building schedule.,u,0,0,1,0
151,"From a software architect perspective, I am personally banking on timely deployment of device management tools that meet technology issues as they emerge ... not ones that have been dreamed up but which never become commercial realities.",d,0,0,0,1
152,""" By 1986, architect Roger Packard had done more than create a new, man-sized (445-yard) finishing par four; he had revamped the first hole, too.",m,0,1,0,0
153,"Kahn the celebrated modernist architect, and Louis Kahn the father and husband.",u,0,0,1,0
154,"The architect, Craig White, started with a very high level of environmental ambition, and can now demonstrate the level of achievement with performance data and statistics.",m,0,1,0,0
155,"Plainly the architect had spent time working on the case, but the judge could not make even an approximate finding as to the amount of time.",u,0,0,1,0
156,This Church was designed by Francisan architect Antonio Barluzzi in 1953 and is shaped like a tear of Jesus.,m,0,1,0,0
157,"Mr. John Norton of London was appointed architect and the estimate for restoration (excluding the tower and south porch) and refurnishing was £2,000.",m,0,1,0,0
158,Peter Bazalgette is the originator and architect of the reality TV entertainment shows - you either love them or hate them - but they have taken TV by storm!,d,0,0,0,1
159,"Brazil Time to get real Brazil''s abandonment of the pegging of the value of its currency, the real, to the dollar is not only a humiliation for President Cardoso of Brazil, the architect of the pegged exchange rate policy, and for the International Monetary Fund.",d,0,0,0,1
160,"The design of St Pancras was reputedly intended for the Foreign Office, but the Government rejected it so the architect offered it to the Midland Railway instead.",u,0,0,1,0
161,The size forced the architect to make the walls etc. massy.,u,0,0,1,0
162,"concerned with the enterprise architecture (IS and ICT/Infrastructure Architectures) can be summarised as: Obtain senior management buy-in and support Establish management structure for architecture development Define an approach and process for architecture development Describe baseline architecture Define target architecture Develop transition plan Use the architecture in IS/ICT developments, and monitor its use Maintain and evolve the architecture Functions of the architect role In some organisations the roles of business/organisational architect, Information Systems architect (or possibly separate roles of Applications Architect and Information Architect) and ICT and infrastructure architect will be separate functions.",d,0,0,0,1
163,""" Another protester, architect Tom Young, who spent his spare time coming up with an alternative scheme for the site, said the proposals should be ditched in favour of a smaller development including shops.",m,0,1,0,0
164,"If you are still looking for an architect, please visit our online directory (Under ""Need an Architect?",u,0,0,1,0
165,"In 1846 the architect Dawkes added tracery to the plain mullions, which can be seen here.",u,0,0,1,0
166,"Evidently it wobbles, vibrates and generally displays a lively disposition when a lot of people are actually trying to use it so the architect and the engineers are having a second thought.",u,0,0,1,0
167,"Sufficient of the building remained, however, to enable it to be reconstructed to its original design, Stanley Wearing being appointed architect for the work.",m,0,1,0,0
168,"When the architect Will Alsop, hired by the council as part of the ""rethinking"", suggested on the Today programme that the capital of what was once the South Yorkshire coalfield could be remodelled as a Tuscan hill village, the sniggering wasn''t confined to London and the Home Counties - there were outbreaks in Sheffield and Leeds, too.",m,0,1,0,0
169,"But the name also hints at an important part of their philosophy, which is that an architect in a strange land can often propose solutions that people intimately associated with a culture would never consider.",u,0,0,1,0
170,"Phipps, theatre architect.",u,0,0,1,0
