Record#,Sentence,Tagging,Female,Male,Unknown,Disregarded
182,"If I wished a boy to know something about the arts and sciences, for instance, I would not pursue the common course, which is merely to send him into the neighbourhood of some professor, where anything is professed and practised except the art of life; - to survey the world through a telescope or a microscope and never with his natural eye; to study chemistry, and not learn how his bread is made, or mechanics, and not learn how it is earned; to discover new satellites to Neptune, and not detect the motes in his eyes, or to what vagabond he is a satellite himself; or to be devoured by the monsters that swarm all around him, while contemplating the monsters in a",m,0,1,0,0
183,"Department of Chemistry consist of: class registers Index Subjects Appointment to Office Awards Biochemistry Chemistry Chemistry Experiments Chemistry, Nomenclature Chemistry, Organic Chemistry, Physical and Theoretical Class Size College Buildings Degrees, Academic Elements, Chemical Explosives Funding Government Industrial Chemistry Laboratories Lasers Lecturers Lectures and Lecturing Medicine Research Research Grants Scholarly Publishing Scientific Apparatus and Instruments Spectrum Analysis Students Teaching People Black | Joseph | 1728-1799 | professor of chemistry, University of Edinburgh Boerhaave | Hermann | 1688-1738 | professor of medicine and botany, University of Leyden Brown | Alexander Crum | 1838-1922 | professor of chemistry, University of Edinburgh Cadogan | Sir | John IG | 1930-: | Forbes professor of organic chemistry, University of Edinburgh Campbell | Neil | 1903-: | professor of chemistry, University of Edinburgh Cottrell | Tom L | 1923-1973 | professor of chemistry, University of Edinburgh Crawford | James | 1682-1781 | professor of chemistry and medicine, University of Edinburgh Cullen | William | 1710-1790 | chemist and mettalurgist Donovan | Robert | 1941-: | professor of chemistry, University of Edinburgh Ebsworth | Evelyn | 1933-",m,0,1,0,0
184,"Mike Stewart, professor of neuroscience at the Open University, said: ""This is potentially very interesting.",m,0,1,0,0
185,PROFESSOR NOAM CHOMSKY: The parallel is ridiculous.,m,0,1,0,0
186,"But it is small (about 4 Mb on your hard disk versus 80+ Mb for the latest Matlab), and the student version is free for the download (so too is the full version if you can convince its developer that you are a professor).",u,0,0,1,0
187,"When serving as assistant professor at the college in 1939, Naito was sent to America.",u,0,0,1,0
188,"Hodgkinson is professor of Organisational Behaviour and Strategic Management at Leeds University Business School, The University of Leeds, UK.",u,0,0,1,0
189,"John''s supervisoor, a professor, told him that if he ""wanted to be gay"", it was his ""choice""but he had no business pushing it on anyone else.",u,0,0,1,0
190,""" Thomas Kida - Dont Believe Everything You Think Posted on: 15 Jul 2006 Thomas Kida is a professor in the Isenberg School of Management at the University of Massachusetts at Amherst and the author of many articles on decision-making.",m,0,1,0,0
191,He was professor of philosophy and theology for 16 years at Douai University and became a Doctor of Divinity there.,m,0,1,0,0
192,"PROFESSOR MACDONALD: Two points: First, on fertility control, my Lord.",u,0,0,1,0
193,"Various sociological views are examined ending with the famous hoax paper by Sokal, a professor of physics, revealing the ""anything goes"" motto of postmodern criticism.",u,0,0,1,0
194,"clue about what causes MS in the first place. 2006-06-08 Major new study demonstrates the economic and quality of life burden of multiple sclerosis Findings from the largest ever study on the effects of multiple sclerosis (MS) indicate that as the disease progresses, it results in a growing and significant burden on patients, families, national healthcare systems and society at large. 2006-06-08 A question of degrees Multiple sclerosis is being mapped in Australia as a key part of global research into the disease. 2006-06-08 ''Legalise euthanasia'' says expert A former professor of medical ethics has called for all forms of euthanasia to be legalised. 2006-06-07 Betaferon approved in Europe as a first-line treatment for the earliest stages of multiple sclerosis Schering AG, Germany announced today that Betaferon (interferon beta-1b) has been granted marketing authorization by the European Commission for an extension of its indication to include the treatment of patients with a first clinical event suggestive of multiple sclerosis (MS) in all 25 European member states, as well as Iceland and Norway. 2006-06-07 Schering says MS drug Betaferon approved in EU for early-stage",u,0,0,1,0
195,"Exercise, it turns out, is particularly useful in treating the mild depression often experienced by elders due to declining function and increasing isolation . ""Keeping your heart and body in shape is just a side benefit to exercise''s major effects on the brain,"" asserts John Ratey, an HMS associate clinical professor of psychiatry.",m,0,1,0,0
196,"Article continues Spektor was born in Moscow, where her mother was a conservatory professor.",f,1,0,0,0
197,"From 1990 to 1999 he was adjunct professor in Chemical Engineering at Cornell University and visiting professor in Chemistry (to 1997) at the University of Southampton . Some research papers are listed here , Invited lectures are listed here (from 2000).",m,0,1,0,0
198,The professor blew lightly on the girl''s face.,u,0,0,1,0
199,"Whether you''re a pastor, ministry leader, or professor, God of Promise will give you a new understanding of covenants and covenant theology, providing a framework for an important theological concept.",u,0,0,1,0
200,This visual aid helps students better remember what the professor is saying.,u,0,0,1,0
201,"Nicholas White, one of the authors and a professor of tropical medicine at Oxford University, said yesterday: ""The companies have no obligation to do this [report fake versions of their drugs] other than for the public good.",m,0,1,0,0
202,Professor to talk on arts festivals 24-Jun-06 THE future funding of arts festivals such as The Fringe will be explored at a lecture in the...,u,0,0,1,0
203,"""Inviting a foreign teacher to visit a school or playschool a few times a year is a step in the right direction, but it''s not going to improve children''s English skills,"" says Kazuko Nakajima, a professor specialising in bilingual education at Nagoya University of Foreign Studies.",m,0,1,0,0
204,"Roger is also a part-time professor at Chalmers University in Gothenburg, Sweden.",m,0,1,0,0
